,cod,descr,per,anoinicio,unidade
13190,17105,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros reais - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""R$ (milhões)"""
13191,17106,NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Juros reais - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""R$ (milhões)"""
13192,17107,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado nominal - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13193,17108,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado nominal - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13194,17109,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado nominal - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13195,17110,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado nominal - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13196,17111,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado nominal - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13197,17112,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado nominal - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13198,17113,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado nominal - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13199,17114,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado nominal - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13200,17115,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado nominal - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13201,17116,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13202,17117,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13203,17118,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13204,17119,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13205,17120,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13206,17121,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13207,17122,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13208,17123,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13209,17124,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros nominais - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13210,17125,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado primário - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13211,17126,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado primário - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13212,17127,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado primário - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13213,17128,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13214,17129,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13215,17130,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13216,17131,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13217,17132,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13218,17133,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13219,17134,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13220,17135,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13221,17136,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Resultado operacional - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13222,17137,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13223,17138,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13224,17139,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13225,17140,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13226,17141,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13227,17142,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13228,17143,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13229,17144,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13230,17145,NFSP sem desvalorização cambial (% PIB) - Fluxo mensal corrente - Juros reais - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13231,17146,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13232,17147,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13233,17148,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13234,17149,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13235,17150,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13236,17151,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13237,17152,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13238,17153,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13239,17154,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado nominal - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13240,17155,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13241,17156,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13242,17157,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13243,17158,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13244,17159,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13245,17160,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13246,17161,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13247,17162,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13248,17163,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13249,17164,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado primário - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13250,17165,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado primário - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13251,17166,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado primário - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13252,17167,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13253,17168,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13254,17169,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13255,17170,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13256,17171,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13257,17172,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13258,17173,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13259,17174,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13260,17175,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13261,17176,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13262,17177,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13263,17178,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13264,17179,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13265,17180,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13266,17181,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13267,17182,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Externa - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13268,17183,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Externa - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13269,17184,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Externa - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13270,17185,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13271,17186,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13272,17187,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
13273,17188,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Empresas estatais com Petrobras e Eletrobras,"""M""",1991,"""%"""
13274,17189,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Empresas estatais federais com Petrobras e Eletrobras,"""M""",1998,"""%"""
13275,17190,NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Setor público consolidado com Petrobras e Eletrobras,"""M""",1991,"""%"""
