cod,descr
473,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Hot money - Taxa referente aos encargos operacionais
474,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Hot money - Taxa contratual mínima
475,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Hot money - Taxa contratual máxima
476,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Hot money
488,Concessões das operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Hot money
489,Saldo das operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Hot money
490,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Hot money - Saldo sem atraso
491,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Hot money - Saldo com atraso de 15 a 30 dias
492,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Hot money - Saldo com atraso de 31 a 90 dias
493,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Hot money - Saldo com atraso maior que 90 dias
494,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Hot money - Taxa referente aos juros
495,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Hot money - Taxa referente aos encargos fiscais
496,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Hot money - Taxa referente aos encargos operacionais
497,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Hot money - Taxa contratual mínima
498,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Hot money - Taxa contratual máxima
499,Prazo médio das operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Hot money
500,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Hot money - Taxa total
501,Concessões das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de duplicatas
502,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de duplicatas - Saldo sem atraso
503,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de duplicatas - Saldo com atraso de 15 a 30 dias
504,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de duplicatas - Saldo com atraso de 31 a 90 dias
505,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de duplicatas - Saldo com atraso maior que 90 dias
506,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de duplicatas - Taxa referente aos juros
507,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de duplicatas - Taxa referente aos encargos fiscais
508,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de duplicatas - Taxa referente aos encargos operacionais
509,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de duplicatas - Taxa contratual mínima
510,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de duplicatas - Taxa contratual máxima
511,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Desconto de duplicatas
512,Concessões das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de notas promissórias
513,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de notas promissórias - Saldo sem atraso
514,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de notas promissórias - Saldo com atraso de 15 a 30 dias
515,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de notas promissórias - Saldo com atraso de 31 a 90 dias
516,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de notas promissórias - Saldo com atraso maior que 90 dias
517,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de notas promissórias - Taxa referente aos juros
518,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de notas promissórias - Taxa referente aos encargos fiscais
519,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de notas promissórias - Taxa referente aos encargos operacionais
520,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de notas promissórias - Taxa contratual mínima
521,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Desconto de notas promissórias - Taxa contratual máxima
522,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Desconto de notas promissórias
523,Concessões das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Capital de giro
524,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Capital de giro - Saldo sem atraso
525,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Capital de giro - Saldo com atraso de 15 a 30 dias
526,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Capital de giro - Saldo com atraso de 31 a 90 dias
527,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Capital de giro - Saldo com atraso maior que 90 dias
528,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Capital de giro - Taxa referente aos juros
529,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Capital de giro - Taxa referente aos encargos fiscais
530,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Capital de giro - Taxa referente aos encargos operacionais
531,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Capital de giro - Taxa contratual mínima
532,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Capital de giro - Taxa contratual máxima
533,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Capital de giro
534,Concessões das operações de crédito com recursos livres referenciais                para taxa de juros (pós-fixada) - Capital de giro
535,Operações de crédito com recursos livres referenciais                para taxa de juros (pós-fixada) - Capital de giro - Saldo sem atraso
536,Operações de crédito com recursos livres referenciais                para taxa de juros (pós-fixada) - Capital de giro - Saldo com atraso de 15 a 30 dias
537,Operações de crédito com recursos livres referenciais                para taxa de juros (pós-fixada) - Capital de giro - Saldo com atraso de 31 a 90 dias
538,Operações de crédito com recursos livres referenciais                para taxa de juros (pós-fixada) - Capital de giro - Saldo com atraso maior que 90 dias
539,Operações de crédito com recursos livres referenciais                para taxa de juros (pós-fixada) - Capital de giro - Taxa referente aos juros
540,Operações de crédito com recursos livres referenciais                para taxa de juros (pós-fixada) - Capital de giro - Taxa referente aos encargos fiscais
541,Operações de crédito com recursos livres referenciais                para taxa de juros (pós-fixada) - Capital de giro - Taxa referente aos encargos operacionais
542,Operações de crédito com recursos livres referenciais                para taxa de juros (pós-fixada) - Capital de giro - Taxa contratual mínima
543,Operações de crédito com recursos livres referenciais                para taxa de juros (pós-fixada) - Capital de giro - Taxa contratual máxima
544,Prazo médio das operações de crédito com recursos livres referenciais                para taxa de juros (pós-fixada) - Capital de giro
545,Concessões das operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Capital de giro
546,Saldo das operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Capital de giro
547,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Capital de giro - Saldo sem atraso
548,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Capital de giro - Saldo com atraso de 15 a 30 dias
549,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Capital de giro - Saldo com atraso de 31 a 90 dias
550,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Capital de giro - Saldo com atraso maior que 90 dias
551,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Capital de giro - Taxa referente aos juros
552,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Capital de giro - Taxa referente aos encargos fiscais
553,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Capital de giro - Taxa referente aos encargos operacionais
554,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Capital de giro - Taxa contratual mínima
555,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Capital de giro - Taxa contratual máxima
556,Prazo médio das operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Capital de giro
557,Operações de crédito com recursos livres referenciais                para taxa de juros (flutuante) - Capital de giro - Taxa total
558,Concessões das operações de crédito com recursos livres referenciais                para taxa de juros (base em índices de preços) - Capital de giro
559,Saldo das operações de crédito com recursos livres referenciais                para taxa de juros (base em índices de preços) - Capital de giro
560,Operações de crédito com recursos livres referenciais                para taxa de juros (base em índices de preços) - Capital de giro - Saldo sem atraso
561,Operações de crédito com recursos livres referenciais                para taxa de juros (base em índices de preços) - Capital de giro - Saldo com atraso de 15 a 30 dias
562,Operações de crédito com recursos livres referenciais                para taxa de juros (base em índices de preços) - Capital de giro - Saldo com atraso de 31 a 90 dias
